785104358610899,"TÌM ĐỒNG NGHIỆP ĐỊA CHỈ: 519 KIM MÃ , GẦN MỌI TỤ ĐIỂM ĂN CHƠI NHA EMAIL LIÊN HỆ: halam999999999@gmail.com Anh chị em CNTT, ĐTVT, ... muốn làm kỹ sư phát triển phần mềm tại Toshiba với cơ hội được làm việc tại Nhật Bản ngắn/dài hạn, được thưởng trên 3 lần/năm. Lương tuỳ theo năng lực, lên tới 2000$. Hiện tại, công ty mình đang có nhu cầu tuyển các vị trí sau: 1. Software Engineer for C++ 2. Software Engineer for Java Web Application 3. General Software Engineer 4. Test Engineer 5. Data Scientist (AI Engineering) 6. Senior Computer Vision Specialist 7. SE for Electric System LƯU Ý: - Chấp nhận cả Fresher/ junior SE/Thực tập sinh. Được đào tạo bài bản từ đầu. - Môi trường làm việc thân thiện và rất thoải mái, ngủ nghỉ cả ngày :v Với cả nhiều gái lắm nhé các bạn trẻ ^^ - Mức lương cạnh tranh so với nhiều cty khác, ngay cả với vị trí fresher 😀 - Cơ hội được đi công tác nước ngoài: Nhật, Đài Loan, Trung Quốc, ... nhiều đến phát ngán luôn. - Phúc lợi tốt: lên đến 15 tháng lương, bonus 3 lần/năm, 100% bảo hiểm + khám sức khỏe và được nhận về chính thức ngay sau khi tốt nghiệp. Mọi người ai có nhu cầu có thể inbox trực tiếp với mình để trao đổi trực tiếp nha"
785025418618793,"TUYỂN NHÂN VIÊN BÁN HÀNG VÀ THỢ BÁNH CHO TIỆM BÁNH SINH NHẬT KAHA BAKERY  12 NHÂN VIÊN BÁN HÀNG PARTIME Cơ sở 1: 237 Bạch Mai, Hai Bà Trưng, Hà Nội  Cơ sở 2: Số 42, Ngõ 102 Khuất Duy Tiến, Thanh Xuân, Hà Nội  - Công việc: check ib khách hàng, bán bánh sinh nhật tại Cửa Hàng  - Yêu cầu công việc: nhanh nhẹn, trung thực , biết sử dụng word và excel  - Thời gian làm việc : + Ca 1: 7-12h (5 tiếng).  + Ca 2: 12h - 19h30 (7,5 tiếng). + Ca 3: 17h - 23h (6 tiếng). Lương: 17k/ tiếng + thưởng doanh số Tổng thu nhập trung bình: 3 triệu - 6 Triệu/ ca 4 THỢ BÁNH SINH NHẬT - Kinh nghiệm: Kinh nghiệm cơ bản >1 năm. - Có nhận thợ chưa có kinh nghiệm - Lương: 6-15 triệu tùy theo năng lực + Hỗ trợ chỗ ở miễn phí + 1 Tháng được nghỉ 2 buổi. + Tăng ca có tính thêm tiền tăng ca theo lương. Liên hệ: 0988.648.102"
784722821982386," CẦN TUYỂN 03 VỊ TRÍ  Job detail:- Viết tài liệu testcase, tạo test data chi tiết cho các dự án nhằm kiểm soát chất lượng của tất cả các ứng dụng sản phẩm trước khi chuyển giao cho khách hàng;- Thực hiện test chức năng, hoạt động, tính ứng dụng của các sản phẩm;- Report và xác nhận bug phát sinh.- Report kết quả test cho BrSE Yêu cầu:- Ưu tiên người có kinh nghiệm, chưa có kinh nghiệm hoặc kinh nghiệm ít sẽ được đào tạo thêm nghiệp vụ (Không quan trọng bằng cấp).- Biết viết tài liệu test và tạo test data..QUYỀN LỢI ĐƯỢC HƯỞNG:- Thu nhập từ 5.5 - 9tr, tùy theo năng lực. - Có hỗ trợ tiền xe, tiền phụ cấp ăn trưa, phụ cấp công việc.- Được tham gia đầy đủ BHXH, BHYT, BHTN, lễ tết, phép năm, lương tháng 13...- Được Tổ chức sinh nhật,Party- Được tổ chức đi du lịch trong năm- Hiểu về cách vận hành của các nhà hàng, khách sạn, spa, resort, ...vv...vv - Được đào tạo nghiệp vụ, làm việc trong môi trường chuyên nghiệp,năng động, trẻ trung nhiều cơ hội thăng tiếnTHÔNG TIN KHÁC:- Thời gian làm việc: từ thứ 2 - sáng thứ 7, làm giờ hành chính .- Địa chỉ làm việc: P 505, Tòa nhà N02, Chung cư K35 Tân Mai, Hoàng Mai, Hà Nội. - CV xin gửi về:  hoặc  hoạc inbox trực tiếpSĐT: 024 6254 2207 - Ms Hương : >> >> >> >> >> >> >> >> >> "
786484511806217,"🌷Mobile Application Testing Checklist 1. DEVICE SPECIFIC CHECKS 1.1 Can the app be installed on the device? 1.2 Does the app behave as designed/desired if there is an incoming call? 1.3 Does the app behave as designed/desired if there is an incoming SMS? 1.4 Does the app behave as designed/desired if the charger is connected? 1.5 Does the app behave as designed/desired if the charger is disconnected? 1.6 Does the app behave as designed/desired if the device goes to sleeping mode 1.7 Does the app behave as designed/desired if the device resumes from sleeping mode 1.8 Does the app behave as designed/desired if the device resumes from lock screen?  1.9 Does the app behave as designed/desired if the device is tilted? 1.10 Does the app behave as designed/desired if the device is shaken? 1.11 Does the app behave as designed/desired if a local message is coming from another app (think   of: calendar reminders, to-do task etc.). 1.12 Does the app behave as designed/desired if a push message is coming from another app (think   of: twitter mentions, whatsapp message, wordfeud invitation, etc). 1.13 Does the app interact with the GPS sensor correctly (switch on/off, retrieve GPS data)? 1.14 Is the functionality of all the buttons or keys on the device defined for this app? 1.15 Verify that buttons or keys which have no defined function have no unexpected behaviour on   the app when activating. 1.16 In case there’s a true “back” button available on the device does the “back” button take the   user to the previous screen? 1.17 In case there’s a true “menu” button available on the device, does the menu button show the   app’s menu? 1.18 In case there’s a true “home” button available on the device, does the home button get the   user back to the home screen of the device? -------Nguồn Internet----------"
784702718651063,
786558421798826,"#QAQC #TesterEngineer #QCEngineer Chào cả nhà, Remote Resources VN - https://lnkd.in/ff7UCEC đang tìm kiếm thêm ứng viên tiềm năng cho vị trí QC Engineer, làm việc với offshore team của client Úc tại Việt Nam. Yêu cầu: - Có ít nhất 1 năm kinh nghiệm - Có kinh nghiệm test web - Ưu tiên các ứng viên có kiến thức về IT, biết ít nhất 1 ngôn ngữ lập trình bất kỳ. - Ưu tiên ứng viên có thể giao tiếp tiếng anh Văn phòng việc: 77 Trần Nhân Tôn, Phường 9, Quận 5, TP HCM Phúc Lợi: - Cơ hội được đào tạo về #AutomationTesting - Bảo hiểm sức khỏe cá nhân (PVI); kiểm tra sức khỏe hàng năm - Tăng lương hàng năm theo quy định - Thưởng Lương tháng 13 - 12 ngày nghỉ phép năm - Nhiều hoạt động hấp dẫn (Sinh nhật hàng tháng, Du lịch hàng năm, và các hoạt động lễ, tết khác,...) - Trái cây miễn phí buổi trưa hàng ngày, lớp tiếng Anh, lớp Yoga, xem phim, Bowling, cầu lông. Link JD chi tiết: https://lnkd.in/e-CsyTp Cả nhà quan tâm và muốn biết thêm thông tin, vui lòng liên hệ qua email thanh.duong@remoteresources.com Or Skype thanh.duong08 Cảm ơn cả nhà!"
786548545133147,
786580131796655,"Tester đừng đi đâu nhé, apply vào Lumi được không 🥰🥰🥰 Lương từ 10-18 triệu ☘️☘️MÔ TẢ CÔNG VIỆC - Phân tích yêu cầu dự án phần mềm, lập kế hoạch test, design và viết TestCase, chuẩn bị môi trường test cho ứng dụng Web, ứng dụng Mobile, Thiết bị - Thực hiện test theo Testcase, report và quản lý bug, đảm bảo chất lượng của ứng dụng và Thiết bị - Nghiên cứu các Tool Test mới để tăng hiệu quả công việc - Quản lý Team - Thực hiện một số công việc khác theo sự phân công của cấp trên ☘️☘️YÊU CẦU ỨNG VIÊN - Đã tốt nghiêp Cao đẳng, Đại học chuyên ngành CNTT hoặc Điện tử viễn thông - Kinh nghiệm: 3 năm - Có hiểu biết về kiểm thử phần mềm - Có khả năng lập kế hoạch, viết TestCase Và trao đổi với bên Dev - Biết sử dụng các Tool quản lý bug như jira, redmine,… - Có hiểu biết về AutoTesting - Tiếng Anh thành thạo là một lợi thế - Nhanh nhẹn, cẩn thận, có trách nhiệm, tư duy tốt, chịu được áp lực công việc và có nhu cầu muốn thăng tiến. - Đã từng quản lý nhóm là một lợi thế ☘️☘️QUYỀN LỢI ĐƯỢC HƯỞNG - Lương upto 18 triệu - Các chế độ phúc lợi khác của công ty: lương tháng thứ 13, thưởng dự án, thưởng nóng, vinh danh, quà lễ tết, sinh nhật… - Đánh giá tăng lương/ thưởng 6 tháng 1 lần. - Môi trường làm việc thân thiện, chuyên nghiệp, chia sẻ. - Môi trường dành cho người dám đón nhận thách thức để cùng Lumi là Leader của Lĩnh vực Nhà thông minh nói riêng và IOT nói chung. -Sáng kiến, đóng góp luôn được ghi nhận, sự khác biệt luôn được tôn trọng. - Được trực tiếp phát triển những sản phẩm chiến lược Lumi để cung cấp cho hàng vạn ngôi nhà trong và ngoài nước. - Nhân viên mới được đào tạo và trang bị điều kiện đầy đủ để phát huy khả năng cao nhất. - Cơ hội thăng tiến cao - Hưởng đầy đủ các chế độ đãi ngộ theo quy định của pháp luật và các phụ cấp: BHXH, ăn trưa, đi lại, làm thêm giờ..... - Du lịch cùng công ty ít nhất 1 lần/năm, các hoạt động team builiding, hoạt động thể thao...rất thường xuyên như ""Ngày hội Gia Đình Lumi"", Câu lạc bộ Cầu Lông, Bóng Đá với quy mô chuyên nghiệp… ☘️☘️CV GỬI VỀ: rd@lumi.vn ☘️☘️ĐỊA ĐIỂM LÀM VIỆC: Tầng 6, tòa New Skyline Văn Quán, Hà Đông, Hà Nội☘️☘️"
786570905130911,
775646446223357,"#HN #TESTER #TECHASIANS Bên em vẫn đang tuyển 5 bạn Tester về team để Team Building theo quý ạ <3333 🔸 Tổng thu nhập có thể lên đến 15 tháng lương/năm 🔸 Thời gian làm việc thoải mái (Từ thứ 2 đến thứ 6, có thể về sớm nếu hoàn thành tốt công việc) Tham khảo JD chi tiết tại: http://bit.ly/tuyendung_techasians CV ứng tuyển gửi về 📩 Email: hr@techasians.com hoặc mn ""."" em sẽ ib tư vấn thêm ạ <3"
